0;128;-101966.52;-98573.78;13
1;745;-102136.13485160774;-98663.30880207637;13
2;736;-102231.41;-98789.31;13
3;147;-102381.73;-98965.83;13
4;156;-102400.99;-98945.23;13
5;734;-102676.09;-98810.3;13
6;161;-102932.36;-98676.69;13
7;162;-102962.16;-98672.14;13
8;172;-103411.08;-99046.23;13
9;171;-103417.17;-99041.11;13
10;183;-103678.36;-96590.26;13
11;791;-103705.46;-96673.6;13
12;595;-103725.69;-95975.2;13
13;182;-103746.76;-96396.66;13
14;181;-103780.59;-96372.2;13
15;180;-103842.39;-96260.96;13
16;594;-103879.91;-95751.23;13
17;185;-103922.82;-96235.62;13
18;89;-103934.24;-96642.56;13
19;90;-103960.0;-96640.32;13
20;107;-103972.32;-95981.88;13
21;250;-104031.08;-96173.83;13
22;597;-104058.98;-95839.14;13
23;953;-104075.89;-95771.82;13
24;248;-104091.69;-96778.69;13
25;243;-104117.95;-97049.09;13
26;247;-104200.64;-96833.39;13
27;609;-104226.49;-95797.22;13
28;242;-104235.94;-96573.14;13
29;255;-104240.6;-96543.14;13
30;82;-104255.84;-95234.54;13
31;604;-104256.82;-95173.34;13
32;628;-104278.8866659752;-94122.56603635015;13
33;799;-104280.83;-98312.61;13
34;39;-104282.32;-95055.6;13
35;50;-104287.85;-94105.37;13
36;599;-104296.72;-95828.26;13
37;40;-104302.13;-95043.86;13
38;1010;-104303.63612383851;-98554.77838335252;13
39;246;-104328.14;-96988.84;13
40;260;-104345.95;-97003.12;13
41;985;-104367.95010080477;-95373.18330437149;13
42;608;-104373.51;-95357.73;13
43;249;-104397.14;-96680.46;13
44;254;-104407.0;-96522.21;13
45;227;-104412.8;-98632.87;13
46;622;-104445.64;-94921.33;13
47;230;-104447.68;-98306.88;13
48;51;-104458.04;-94329.86;13
49;44;-104458.52;-94926.22;13
50;234;-104471.99;-98565.73;13
51;38;-104497.842173306;-94358.90888110301;13
52;224;-104563.77;-98320.53;13
53;620;-104565.8832899218;-94653.67859291832;13
54;45;-104578.88;-94652.12;13
55;614;-104594.97;-95684.18;13
56;239;-104604.14;-97197.81;13
57;238;-104609.35;-97210.07;13
58;46;-104609.99;-95693.01;13
59;226;-104618.82;-98507.86;13
60;42;-104624.97;-95613.11;13
61;600;-104631.8;-95630.5;13
62;602;-104677.06;-94473.47;13
63;601;-104683.1;-94486.15;13
64;48;-104710.71;-95177.32;13
65;49;-104758.56;-95206.97;13
66;232;-104768.69;-98266.88;13
67;52;-104801.2;-98279.24;13
68;612;-104807.71;-95652.96;13
69;613;-104817.75;-95640.29;13
70;233;-104935.73;-98290.43;13
71;231;-104942.78;-98303.15;13
72;241;-104957.37;-97342.73;13
73;240;-104965.93;-97337.63;13
74;611;-104989.68;-95554.55;13
75;610;-104998.77;-95557.54;13
76;859;-105043.39;-96109.56;13
77;858;-105062.32;-96107.23;13
78;861;-105093.87;-96039.61;13
79;332;-105119.12;-97474.49;13
80;331;-105122.88;-97490.88;13
81;315;-105155.04;-98252.49;13
82;312;-105181.29;-98229.14;13
83;313;-105254.68;-97686.43;13
84;323;-105277.7;-97707.8;13
85;351;-105287.42;-96454.4;13
86;19;-105294.01;-95844.02;13
87;371;-105299.61;-95995.91;13
88;16;-105373.94;-95734.72;13
89;339;-105452.81;-96732.86;13
90;26;-105556.0408335595;-95684.40583339431;13
91;27;-105587.02;-95875.21;13
92;86;-105637.56;-96808.45;13
93;338;-105719.88;-96325.39;13
94;342;-105815.99;-96725.14;13
95;345;-105900.6;-96673.99;13
96;363;-106012.76;-96367.98;13
97;492;-106048.05;-96569.91;13
98;460;-106247.39;-96517.97;13
99;468;-106270.67;-96457.19;13
100;486;-106325.58;-96320.92;13
101;487;-106449.51;-96435.13;13
