0;711;-101764.30649856283;-98424.15159847477;106
1;125;-101787.42;-98423.54;106
2;127;-101949.9;-98542.91;106
3;715;-101966.52;-98573.78;106
4;744;-102136.13485160774;-98663.30880207637;106
5;152;-102231.41;-98789.31;106
6;732;-102381.73;-98965.83;106
7;780;-103217.78;-99786.02;106
8;752;-103260.70410270983;-101287.68122082387;106
9;751;-103269.77;-101294.22;106
10;779;-103283.29;-99818.83;106
11;775;-103358.57;-100763.83;106
12;776;-103364.8;-100773.19;106
13;774;-103410.59;-99904.77;106
14;773;-103414.27;-99913.2;106
15;777;-103456.31;-100462.21;106
16;778;-103467.02;-100463.6;106
17;762;-103544.73;-101579.29;106
18;756;-103586.35;-101579.63;106
19;781;-103703.89;-100125.35;106
20;785;-103715.97;-100117.58;106
21;208;-104277.99;-101693.69;106
22;797;-104431.06;-101723.48;106
23;191;-104731.0;-101677.86;106
24;795;-104741.4;-101691.52;106
25;796;-104911.86;-101688.38;106
26;828;-105046.86;-101627.86;106
27;284;-105349.84;-101863.8;106
28;285;-105368.2;-101892.7;106
29;282;-105530.56;-101934.24;106
30;283;-105571.85;-101959.97;106
31;281;-105866.86;-101977.3;106
32;294;-105880.9;-101989.75;106
33;378;-106228.95;-102033.94;106
34;379;-106252.84;-102027.92;106
35;989;-106533.85390436776;-102159.09374561996;106
36;869;-106637.6759550182;-102220.03308837877;106
37;88;-106688.11;-99381.79;106
38;419;-106722.41;-99402.9;106
39;541;-107041.47;-102109.11;106
40;542;-107049.08;-102098.31;106
41;503;-107081.63;-102504.58;106
42;516;-107095.35;-102502.91;106
43;543;-107125.25;-102350.86;106
44;10;-107129.12;-102327.55;106
45;540;-107146.31;-102052.84;106
46;518;-107301.29;-102385.38;106
47;538;-107524.55;-102219.24;106
48;310;-107559.62;-102708.32;106
49;521;-107653.99;-103018.24;106
50;505;-107655.06;-102500.24;106
51;501;-107752.93;-102745.45;106
52;967;-108145.87;-103052.15;106
53;913;-108219.95;-102975.3;106
54;577;-108251.01;-102833.68;106
55;944;-108324.30768595074;-103189.2291270085;106
56;969;-108450.51;-102954.49;106
57;579;-108585.23;-103414.87;106
58;581;-108611.0;-103212.55;106
59;941;-108629.88;-103387.36;106
60;576;-108633.94;-103087.73;106
61;585;-108680.61;-103239.46;106
62;584;-108725.34;-103548.2;106
63;583;-108734.22;-103555.55;106
