0;183;-103678.36;-96590.26;7
1;791;-103705.46;-96673.6;7
2;595;-103725.69;-95975.2;7
3;182;-103746.76;-96396.66;7
4;181;-103780.59;-96372.2;7
5;180;-103842.39;-96260.96;7
6;594;-103879.91;-95751.23;7
7;185;-103922.82;-96235.62;7
8;89;-103934.24;-96642.56;7
9;90;-103960.0;-96640.32;7
10;107;-103972.32;-95981.88;7
11;250;-104031.08;-96173.83;7
12;597;-104058.98;-95839.14;7
13;953;-104075.89;-95771.82;7
14;609;-104226.49;-95797.22;7
15;599;-104296.72;-95828.26;7
16;1001;-104675.71;-95821.42;7
17;607;-104700.62;-95803.69;7
