19;185;-103922.82;-96235.62;Bom;Fechado dos Lados;Yes;SCoTTURB;354;Rua Manuel Teixeira Gomes;Carnaxide e Queijas
20;250;-104031.08;-96173.83;Bom;Fechado dos Lados;Yes;Vimeca;1113;Avenida de Portugal;Carnaxide e Queijas
21;107;-103972.32;-95981.88;Bom;Fechado dos Lados;Yes;Vimeca;1113;Avenida de Portugal;Carnaxide e Queijas
22;953;-104075.89;-95771.82;Bom;Fechado dos Lados;Yes;Vimeca;1116;Avenida Professor Dr. Reinaldo dos Santos;Carnaxide e Queijas
23;594;-103879.91;-95751.23;Bom;Fechado dos Lados;No;Vimeca;1116;Avenida Professor Dr. Reinaldo dos Santos;Carnaxide e Queijas
24;597;-104058.98;-95839.14;Bom;Fechado dos Lados;Yes;Vimeca;1137;Rua Tenente-General Zeferino Sequeira;Carnaxide e Queijas
25;261;-104032.88;-96536.98;Bom;Fechado dos Lados;Yes;Vimeca;1113;Avenida de Portugal;Carnaxide e Queijas
26;341;-105797.42;-96746.57;Bom;Fechado dos Lados;Yes;Vimeca;411;Avenida Dom Pedro V;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
27;85;-105653.28;-96814.42;Bom;Fechado dos Lados;Yes;Vimeca;411;Avenida Dom Pedro V;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
28;347;-105493.13;-96785.72;Bom;Fechado dos Lados;Yes;Vimeca;432;Calçada do Chafariz;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
29;342;-105815.99;-96725.14;Bom;Fechado dos Lados;Yes;Vimeca;411;Avenida Dom Pedro V;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
30;86;-105637.56;-96808.45;Bom;Fechado dos Lados;Yes;Vimeca;411;Avenida Dom Pedro V;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
31;339;-105452.81;-96732.86;Bom;Fechado dos Lados;Yes;Vimeca;432;Calçada do Chafariz;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
32;186;-106975.22;-95602.61;Bom;Fechado dos Lados;No;Vimeca;118;Alameda Hermano Patrone;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
33;467;-107004.52;-96080.98;Bom;Fechado dos Lados;No;Vimeca;369;Rua Direita do Dafundo;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
34;466;-106999.08;-96066.1;Bom;Fechado dos Lados;No;Vimeca;369;Rua Direita do Dafundo;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
35;465;-106915.82;-96269.57;Bom;Sem Abrigo;No;Vimeca;369;Rua Direita do Dafundo;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
36;791;-103705.46;-96673.6;Bom;Aberto dos Lados;Yes;Vimeca;286;Rua Aquilino Ribeiro;Carnaxide e Queijas
37;183;-103678.36;-96590.26;Bom;Fechado dos Lados;Yes;Vimeca;286;Rua Aquilino Ribeiro;Carnaxide e Queijas
38;182;-103746.76;-96396.66;Bom;Fechado dos Lados;Yes;SCoTTURB;286;Rua Aquilino Ribeiro;Carnaxide e Queijas
39;181;-103780.59;-96372.2;Bom;Aberto dos Lados;Yes;Vimeca;286;Rua Aquilino Ribeiro;Carnaxide e Queijas
40;180;-103842.39;-96260.96;Bom;Fechado dos Lados;Yes;Vimeca;286;Rua Aquilino Ribeiro;Carnaxide e Queijas
41;89;-103934.24;-96642.56;Bom;Fechado dos Lados;Yes;Vimeca;1113;Avenida de Portugal;Carnaxide e Queijas
42;604;-104256.82;-95173.34;Bom;Fechado dos Lados;No;Vimeca;306;Rua dos Cravos de Abril;Carnaxide e Queijas
43;40;-104302.13;-95043.86;Bom;Fechado dos Lados;Yes;Vimeca;306;Rua dos Cravos de Abril;Carnaxide e Queijas
44;39;-104282.32;-95055.6;Bom;Fechado dos Lados;Yes;Vimeca;306;Rua dos Cravos de Abril;Carnaxide e Queijas
45;620;-104565.8832899218;-94653.67859291832;Bom;Sem Abrigo;No;Vimeca;365;Estrada da Portela;Carnaxide e Queijas
46;45;-104578.88;-94652.12;Bom;Sem Abrigo;No;Vimeca;365;Estrada da Portela;Carnaxide e Queijas
47;51;-104458.04;-94329.86;Bom;"Fechado dos Lados
";No;Vimeca;1123;Rua da Quinta do Paizinho;Carnaxide e Queijas
48;628;-104278.8866659752;-94122.56603635015;Bom;Sem Abrigo;No;Vimeca;1123;Rua da Quinta do Paizinho;Carnaxide e Queijas
49;50;-104287.85;-94105.37;Bom;Fechado dos Lados;Yes;Vimeca;1123;Rua da Quinta do Paizinho;Carnaxide e Queijas
50;38;-104497.842173306;-94358.90888110301;Bom;Fechado dos Lados;Yes;Vimeca;1123;Rua da Quinta do Paizinho;Carnaxide e Queijas
51;622;-104445.64;-94921.33;Bom;Fechado dos Lados;No;Vimeca;1134;Largo Sete de Junho de 1759;Carnaxide e Queijas
52;602;-104677.06;-94473.47;Bom;Fechado dos Lados;No;Vimeca;1160;Rua Cincinato da Costa;Carnaxide e Queijas
53;601;-104683.1;-94486.15;Bom;Fechado dos Lados;No;Vimeca;1160;Rua Cincinato da Costa;Carnaxide e Queijas
54;485;-106315.88;-96307.18;Bom;Fechado dos Lados;Yes;Vimeca;1289;Rua Castro Soromenho;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
55;488;-106492.31;-96447.01;Bom;Sem Abrigo;No;Vimeca;1292;Rua Manuel Ferreira;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
56;486;-106325.58;-96320.92;Bom;Fechado dos Lados;Yes;Vimeca;1289;Rua Castro Soromenho;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
57;487;-106449.51;-96435.13;Bom;Sem Abrigo;No;Vimeca;1292;Rua Manuel Ferreira;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
58;468;-106270.67;-96457.19;Bom;Fechado dos Lados;Yes;Vimeca;1292;Rua Manuel Ferreira;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
59;460;-106247.39;-96517.97;Bom;Fechado dos Lados;Yes;Vimeca;1292;Rua Manuel Ferreira;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
60;249;-104397.14;-96680.46;Bom;Fechado dos Lados;Yes;Vimeca;297;Rua Carlos Wallenstein;Carnaxide e Queijas
61;600;-104631.8;-95630.5;Bom;Fechado dos Lados;No;Vimeca;351;Rua Manuel António Rodrigues;Carnaxide e Queijas
62;42;-104624.97;-95613.11;Bom;Sem Abrigo;No;Vimeca;351;Rua Manuel António Rodrigues;Carnaxide e Queijas
63;614;-104594.97;-95684.18;Bom;Fechado dos Lados;No;Vimeca;359;Rua Nossa Senhora da Conceição;Carnaxide e Queijas
64;46;-104609.99;-95693.01;Bom;Fechado dos Lados;Yes;Vimeca;359;Rua Nossa Senhora da Conceição;Carnaxide e Queijas
65;611;-104989.68;-95554.55;Bom;Fechado dos Lados;No;Vimeca;1196;Rua Carlos Belo Morais;Carnaxide e Queijas
66;610;-104998.77;-95557.54;Bom;Sem Abrigo;No;Vimeca;1196;Rua Carlos Belo Morais;Carnaxide e Queijas
67;49;-104758.56;-95206.97;Bom;Fechado dos Lados;Yes;Vimeca;1196;Rua Carlos Belo Morais;Carnaxide e Queijas
68;48;-104710.71;-95177.32;Bom;Fechado dos Lados;No;Vimeca;1196;Rua Carlos Belo Morais;Carnaxide e Queijas
69;613;-104817.75;-95640.29;Bom;Fechado dos Lados;No;Vimeca;1197;Rua Mário Moreira;Carnaxide e Queijas
70;612;-104807.71;-95652.96;Bom;Sem Abrigo;No;Vimeca;1197;Rua Mário Moreira;Carnaxide e Queijas
71;985;-104367.95010080477;-95373.18330437149;Bom;Sem Abrigo;No;Vimeca;1237;Avenida Professor Dr. Bernardino Machado;Carnaxide e Queijas
72;608;-104373.51;-95357.73;Bom;Fechado dos Lados;Yes;Vimeca;1237;Avenida Professor Dr. Bernardino Machado;Carnaxide e Queijas
73;255;-104240.6;-96543.14;Bom;Fechado dos Lados;Yes;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
74;254;-104407.0;-96522.21;Bom;Fechado dos Lados;Yes;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
75;242;-104235.94;-96573.14;Bom;Fechado dos Lados;Yes;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
76;80;-107020.11;-95212.99;Bom;Fechado dos Lados;Yes;Vimeca;103;Rua Damião de Góis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
77;655;-106885.28346821877;-95700.604683315;Bom;Sem Abrigo;No;Vimeca;121;Rua João Chagas;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
78;491;-106752.7;-95980.67;Bom;Fechado dos Lados;Yes;Vimeca;121;Rua João Chagas;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
79;490;-106724.64;-96023.19;Bom;Fechado dos Lados;Yes;Vimeca;121;Rua João Chagas;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
80;458;-106344.84;-96171.5;Bom;Fechado dos Lados;Yes;Vimeca;121;Rua João Chagas;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
81;457;-106251.29;-96169.58;Bom;Fechado dos Lados;Yes;Vimeca;121;Rua João Chagas;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
82;56;-106877.17;-95698.23;Bom;Sem Abrigo;No;Vimeca;121;Rua João Chagas;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
83;343;-105860.11;-96563.44;Bom;Fechado dos Lados;Yes;Vimeca;457;Rua Francisco José Victorino;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
84;237;-104003.78;-96559.17;Bom;Fechado dos Lados;Yes;Vimeca;1113;Avenida de Portugal;Carnaxide e Queijas
85;245;-104114.84;-97401.12;Bom;Fechado dos Lados;Yes;Vimeca;1214;Estrada de Queluz;Carnaxide e Queijas
86;244;-104101.68;-97408.6;Bom;Fechado dos Lados;Yes;Vimeca;1214;Estrada de Queluz;Carnaxide e Queijas
87;734;-102676.09;-98810.3;Bom;Sem Abrigo;No;Vimeca;950;Estrada das Palmeiras;Barcarena
88;745;-102136.13485160774;-98663.30880207637;Bom;Fechado dos Lados;No;Vimeca;216;Estrada Consiglieri Pedroso;Barcarena
89;736;-102231.41;-98789.31;Bom;Fechado dos Lados;Yes;Vimeca;216;Estrada Consiglieri Pedroso;Barcarena
90;147;-102381.73;-98965.83;Bom;Sem Abrigo;No;Vimeca;950;Estrada das Palmeiras;Barcarena
91;227;-104412.8;-98632.87;Bom;Sem Abrigo;No;Vimeca;805;Rua Ilha de São Jorge;Carnaxide e Queijas
92;172;-103411.08;-99046.23;Bom;Sem Abrigo;No;SCoTTURB;830;Estrada Militar;Barcarena
93;171;-103417.17;-99041.11;Bom;Sem Abrigo;No;Vimeca;830;Estrada Militar;Barcarena
94;162;-102962.16;-98672.14;Bom;Sem Abrigo;No;Vimeca;830;Estrada Militar;Barcarena
95;161;-102932.36;-98676.69;Bom;Fechado dos Lados;Yes;Vimeca;830;Estrada Militar;Barcarena
96;156;-102400.99;-98945.23;Bom;Sem Abrigo;No;Vimeca;950;Estrada das Palmeiras;Barcarena
97;1010;-104303.63612383851;-98554.77838335252;Bom;Sem Abrigo;No;Vimeca;79;Rua dos Açores;Carnaxide e Queijas
98;224;-104563.77;-98320.53;Bom;Sem Abrigo;No;Vimeca;833;Rua Mouzinho da Silveira;Carnaxide e Queijas
99;234;-104471.99;-98565.73;Bom;Fechado dos Lados;No;Vimeca;83;Rua Angra do Heroí­smo;Carnaxide e Queijas
100;233;-104935.73;-98290.43;Bom;Fechado dos Lados;Yes;Vimeca;813;Rua João XXI;Carnaxide e Queijas
101;232;-104768.69;-98266.88;Bom;Fechado dos Lados;No;SCoTTURB;813;Rua João XXI;Carnaxide e Queijas
102;231;-104942.78;-98303.15;Bom;Fechado dos Lados;Yes;Vimeca;813;Rua João XXI;Carnaxide e Queijas
103;52;-104801.2;-98279.24;Bom;Fechado dos Lados;Yes;Vimeca;813;Rua João XXI;Carnaxide e Queijas
104;230;-104447.68;-98306.88;Bom;Sem Abrigo;No;Vimeca;833;Rua Mouzinho da Silveira;Carnaxide e Queijas
105;226;-104618.82;-98507.86;Bom;Fechado dos Lados;No;Vimeca;846;Rua da Quinta do Bonfim;Carnaxide e Queijas
106;799;-104280.83;-98312.61;Bom;Fechado dos Lados;No;Vimeca;1766;Praceta Antonio Leal de Oliveira;Carnaxide e Queijas
107;1001;-104675.71;-95821.42;Bom;Fechado dos Lados;Yes;Vimeca;327;Avenida do Forte;Carnaxide e Queijas
108;607;-104700.62;-95803.69;Bom;Fechado dos Lados;Yes;Vimeca;327;Avenida do Forte;Carnaxide e Queijas
109;335;-106015.21;-96351.32;Bom;Fechado dos Lados;Yes;Vimeca;121;Rua João Chagas;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
110;346;-105840.49;-96519.72;Bom;Fechado dos Lados;Yes;Vimeca;457;Rua Francisco José Victorino;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
111;344;-105906.64;-96635.59;Bom;Fechado dos Lados;Yes;Vimeca;457;Rua Francisco José Victorino;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
112;360;-105210.86;-96382.34;Bom;Fechado dos Lados;Yes;Vimeca;1283;Avenida Vinte e Cinco de Abril de 1974;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
113;352;-105326.62;-96569.43;Bom;Fechado dos Lados;Yes;Vimeca;1283;Avenida Vinte e Cinco de Abril de 1974;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
114;363;-106012.76;-96367.98;Bom;Fechado dos Lados;Yes;Vimeca;121;Rua João Chagas;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
115;345;-105900.6;-96673.99;Bom;Fechado dos Lados;Yes;Vimeca;457;Rua Francisco José Victorino;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
116;859;-105043.39;-96109.56;Bom;Fechado dos Lados;Yes;Vimeca;1283;Avenida Vinte e Cinco de Abril de 1974;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
117;858;-105062.32;-96107.23;Bom;Fechado dos Lados;Yes;Vimeca;1283;Avenida Vinte e Cinco de Abril de 1974;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
118;351;-105287.42;-96454.4;Bom;Fechado dos Lados;Yes;Vimeca;1283;Avenida Vinte e Cinco de Abril de 1974;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
119;654;-106946.7;-95556.57;Bom;Aberto dos Lados;No;Vimeca;121;Rua João Chagas;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
120;243;-104117.95;-97049.09;Bom;Fechado dos Lados;Yes;Vimeca;303;Rua Cinco de Outubro;Carnaxide e Queijas
121;248;-104091.69;-96778.69;Bom;Fechado dos Lados;No;Vimeca;362;Largo da Pátria Nova;Carnaxide e Queijas
122;247;-104200.64;-96833.39;Bom;Fechado dos Lados;Yes;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
123;332;-105119.12;-97474.49;Bom;Fechado dos Lados;Yes;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
124;331;-105122.88;-97490.88;Bom;Fechado dos Lados;Yes;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
125;323;-105277.7;-97707.8;Bom;Fechado dos Lados;Yes;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
126;315;-105155.04;-98252.49;Bom;Fechado dos Lados;Yes;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
127;312;-105181.29;-98229.14;Bom;Fechado dos Lados;No;SCoTTURB;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
128;241;-104957.37;-97342.73;Bom;Fechado dos Lados;Yes;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
129;240;-104965.93;-97337.63;Bom;Sem Abrigo;No;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
130;239;-104604.14;-97197.81;Bom;Fechado dos Lados;Yes;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
131;238;-104609.35;-97210.07;Bom;Sem Abrigo;No;SCoTTURB;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
132;313;-105254.68;-97686.43;Bom;Sem Abrigo;No;Vimeca;1763;Rua Visconde Moreira de Rey;Carnaxide e Queijas
133;260;-104345.95;-97003.12;Bom;Sem Abrigo;No;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
134;246;-104328.14;-96988.84;Bom;Sem Abrigo;No;Vimeca;1279;Avenida Tomás Ribeiro;Carnaxide e Queijas
135;652;-106975.62;-95277.76;Bom;Sem Abrigo;No;Vimeca;103;Rua Damião de Góis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
136;9;-107003.0;-95216.21;Bom;Fechado dos Lados;Yes;Vimeca;103;Rua Damião de Góis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
137;6;-106992.24;-95299.38;Bom;Sem Abrigo;No;Vimeca;103;Rua Damião de Góis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
138;886;-106634.688238017;-97653.9789639492;Bom;Sem Abrigo;No;Vimeca;382;Avenida Pierre de Coubertin;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
139;473;-106717.49;-97337.39;Bom;Sem Abrigo;No;Vimeca;382;Avenida Pierre de Coubertin;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
140;470;-106725.59;-97317.38;Bom;Sem Abrigo;No;Vimeca;382;Avenida Pierre de Coubertin;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
141;904;-106835.46;-96672.9;Bom;Fechado dos Lados;Yes;Vimeca;386;Rua Sacadura Cabral;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
142;902;-106880.68662292237;-96852.54363954351;Bom;Sem Abrigo;No;Vimeca;386;Rua Sacadura Cabral;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
143;893;-106886.01;-96347.3;Bom;Sem Abrigo;No;Vimeca;386;Rua Sacadura Cabral;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
144;483;-106784.91;-97126.09;Bom;Sem Abrigo;No;Vimeca;386;Rua Sacadura Cabral;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
145;482;-106791.2;-97137.51;Bom;Fechado dos Lados;Yes;SCoTTURB;386;Rua Sacadura Cabral;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
146;476;-106826.81;-96686.93;Bom;Sem Abrigo;No;Vimeca;386;Rua Sacadura Cabral;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
147;472;-106866.01;-96904.64;Bom;Sem Abrigo;No;Vimeca;386;Rua Sacadura Cabral;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
148;90;-103960.0;-96640.32;Bom;Fechado dos Lados;Yes;Vimeca;1113;Avenida de Portugal;Carnaxide e Queijas
149;30;-105300.44;-95336.46;Bom;Fechado dos Lados;Yes;Vimeca;113;Alameda FerNo Lopes;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
150;29;-105256.47;-95349.66;Bom;Fechado dos Lados;Yes;Vimeca;113;Alameda FerNo Lopes;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
151;20;-105353.27;-95172.19;Bom;Fechado dos Lados;Yes;Vimeca;113;Alameda FerNo Lopes;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
152;646;-105261.03;-95520.31;Bom;Sem Abrigo;No;Vimeca;124;Avenida José Gomes Ferreira;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
153;642;-105268.05;-95547.68;Bom;Fechado dos Lados;Yes;Vimeca;124;Avenida José Gomes Ferreira;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
154;606;-104223.76;-95501.56;Bom;Fechado dos Lados;Yes;Vimeca;361;Estrada de Outurela;Carnaxide e Queijas
155;605;-104199.74;-95517.44;Bom;Fechado dos Lados;Yes;Vimeca;361;Estrada de Outurela;Carnaxide e Queijas
156;36;-105377.78526436003;-95633.40710368946;Bom;Sem Abrigo;No;Vimeca;416;Alameda António Sérgio;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
157;17;-105324.76833309476;-95632.26166661378;Bom;Sem Abrigo;No;Vimeca;416;Alameda António Sérgio;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
158;362;-105538.35;-96008.83;Bom;Fechado dos Lados;Yes;Vimeca;430;Avenida Carolina Michaelis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
159;28;-105593.51;-95907.44;Bom;Aberto dos Lados;No;Vimeca;430;Avenida Carolina Michaelis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
160;27;-105587.02;-95875.21;Bom;Fechado dos Lados;Yes;Vimeca;430;Avenida Carolina Michaelis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
161;26;-105556.0408335595;-95684.40583339431;Bom;Sem Abrigo;No;Vimeca;430;Avenida Carolina Michaelis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
162;688;-106112.34689956292;-95027.73434321096;Bom;Fechado dos Lados;Yes;Vimeca;10;Avenida dos Bombeiros Voluntários de Algés;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
163;679;-106071.42513405527;-95039.14634930693;Bom;Fechado dos Lados;Yes;Vimeca;10;Avenida dos Bombeiros Voluntários de Algés;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
164;675;-106288.85;-95136.57;Bom;Fechado dos Lados;Yes;Vimeca;10;Avenida dos Bombeiros Voluntários de Algés;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
165;671;-106568.5;-95165.9;Bom;Fechado dos Lados;Yes;Vimeca;10;Avenida dos Bombeiros Voluntários de Algés;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
166;75;-106560.62;-95186.03;Bom;Aberto dos Lados;Yes;Vimeca;10;Avenida dos Bombeiros Voluntários de Algés;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
167;72;-106342.5;-95131.58;Bom;Fechado dos Lados;Yes;Vimeca;10;Avenida dos Bombeiros Voluntários de Algés;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
168;526;-107061.05;-95215.0;Bom;Fechado dos Lados;Yes;Vimeca;102;Largo Dom Manuel I;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
169;643;-105325.87;-95135.44;Bom;Fechado dos Lados;Yes;Vimeca;113;Alameda FerNo Lopes;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
170;641;-105655.76;-95028.52;Bom;Fechado dos Lados;Yes;Vimeca;116;Avenida General Norton de Matos;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
171;638;-105456.01;-94993.65;Bom;Fechado dos Lados;Yes;Vimeca;116;Avenida General Norton de Matos;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
172;637;-105462.27;-94976.17;Bom;Fechado dos Lados;Yes;Vimeca;116;Avenida General Norton de Matos;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
173;635;-105696.83;-95075.27;Bom;Fechado dos Lados;Yes;Vimeca;116;Avenida General Norton de Matos;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
174;657;-106786.85846811836;-95149.7421827531;Bom;Fechado dos Lados;Yes;Vimeca;155;Praça Doutor Manuel Martins;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
175;70;-106799.63;-95251.22;Bom;Sem Abrigo;No;Vimeca;155;Praça Doutor Manuel Martins;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
176;349;-105225.66;-96048.66;Bom;Fechado dos Lados;Yes;Vimeca;407;Rua Amaro Monteiro;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
177;860;-105051.07;-96033.67;Bom;Fechado dos Lados;Yes;Vimeca;416;Alameda António Sérgio;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
178;361;-105510.18;-96017.31;Bom;Fechado dos Lados;No;Vimeca;430;Avenida Carolina Michaelis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
179;359;-105204.46;-96026.88;Bom;Fechado dos Lados;Yes;Vimeca;430;Avenida Carolina Michaelis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
180;37;-105549.2006707616;-95690.84269383312;Bom;Fechado dos Lados;Yes;Vimeca;430;Avenida Carolina Michaelis;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
181;861;-105093.87;-96039.61;Bom;Fechado dos Lados;Yes;Vimeca;416;Alameda António Sérgio;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
182;82;-104255.84;-95234.54;Bom;Fechado dos Lados;No;Vimeca;306;Rua dos Cravos de Abril;Carnaxide e Queijas
