0;712;-101764.30649856283;-98424.15159847477;12
1;713;-101787.42;-98423.54;12
2;714;-101949.9;-98542.91;12
3;128;-101966.52;-98573.78;12
4;745;-102136.13485160774;-98663.30880207637;12
5;736;-102231.41;-98789.31;12
6;147;-102381.73;-98965.83;12
7;153;-102409.39;-98701.67;12
8;149;-102638.72;-98781.31;12
9;734;-102676.09;-98810.3;12
10;159;-102708.54;-98296.07;12
11;155;-102735.06;-98272.9;12
12;741;-102845.12;-97961.08;12
13;742;-102859.54;-97965.24;12
14;686;-102931.23;-98622.69;12
15;687;-102942.61;-98628.76;12
16;87;-103002.83;-98398.75;12
17;154;-103016.79;-98428.89;12
18;709;-103166.65231804183;-97987.56576748958;12
19;1014;-103181.82;-97967.06;12
20;68;-103193.0811132861;-97956.2913509826;12
21;788;-103468.05;-97872.21;12
22;170;-103478.11;-97851.67;12
23;183;-103678.36;-96590.26;12
24;791;-103705.46;-96673.6;12
25;595;-103725.69;-95975.2;12
26;182;-103746.76;-96396.66;12
27;181;-103780.59;-96372.2;12
28;180;-103842.39;-96260.96;12
29;594;-103879.91;-95751.23;12
30;185;-103922.82;-96235.62;12
31;89;-103934.24;-96642.56;12
32;90;-103960.0;-96640.32;12
33;107;-103972.32;-95981.88;12
34;250;-104031.08;-96173.83;12
35;597;-104058.98;-95839.14;12
36;953;-104075.89;-95771.82;12
37;806;-104169.05;-97108.82;12
38;609;-104226.49;-95797.22;12
39;599;-104296.72;-95828.26;12
40;860;-105051.07;-96033.67;12
41;861;-105093.87;-96039.61;12
42;359;-105204.46;-96026.88;12
43;349;-105225.66;-96048.66;12
44;643;-105325.87;-95135.44;12
45;638;-105456.01;-94993.65;12
46;637;-105462.27;-94976.17;12
47;361;-105510.18;-96017.31;12
48;362;-105538.35;-96008.83;12
49;25;-105539.98;-95177.67;12
50;37;-105549.2006707616;-95690.84269383312;12
51;26;-105556.0408335595;-95684.40583339431;12
52;24;-105556.38;-95196.87;12
53;22;-105577.35;-95503.97;12
54;27;-105587.02;-95875.21;12
55;28;-105593.51;-95907.44;12
56;34;-105634.78;-95513.74;12
57;641;-105655.76;-95028.52;12
58;635;-105696.83;-95075.27;12
59;679;-106071.42513405527;-95039.14634930693;12
60;688;-106112.34689956292;-95027.73434321096;12
61;675;-106288.85;-95136.57;12
62;72;-106342.5;-95131.58;12
63;75;-106560.62;-95186.03;12
64;671;-106568.5;-95165.9;12
65;657;-106786.85846811836;-95149.7421827531;12
66;70;-106799.63;-95251.22;12
67;526;-107061.05;-95215.0;12
